ddid,tid,did
8915,96,211
8916,68,211
8917,75,211
8918,42,211
8919,95,211
8920,54,211
8921,29,211
8922,58,211
8923,16,211
8924,81,581
8925,58,581
8926,63,581
8927,40,581
8928,32,581
8929,23,581
8930,61,581
8931,72,581
8932,68,581
8933,9,581
8934,15,581
8935,0,581
8936,82,581
8937,14,581
8938,62,581
8939,27,581
8940,47,581
8941,4,581
8942,93,581
8943,22,581
8944,16,581
8945,74,581
8946,39,581
8947,46,581
8948,49,581
8949,6,581
8950,10,581
8951,2,581
8952,83,581
8953,79,581
8954,38,581
8955,5,581
8956,34,581
8957,33,7
8958,50,7
8959,57,7
8960,66,7
8961,65,7
8962,31,7
8963,73,7
8964,18,7
8965,41,7
8966,43,7
8967,53,7
8968,64,7
8969,87,7
8970,89,7
8971,44,7
8972,83,216
8973,27,216
8974,100,216
8975,71,216
8976,47,216
8977,69,216
8978,88,216
8979,21,216
8980,46,216
8981,96,216
8982,6,216
8983,91,216
8984,90,216
8985,82,216
8986,74,216
8987,30,216
8988,15,216
8989,20,216
8990,22,216
8991,38,216
8992,0,216
8993,35,216
8994,26,216
8995,40,216
8996,78,216
8997,3,216
8998,37,216
8999,10,216
9000,59,216
9001,5,216
9002,67,216
9003,99,216
9004,81,216
9005,4,216
9006,42,216
9007,61,216
9008,9,216
9009,81,624
9010,58,624
9011,63,624
9012,40,624
9013,32,624
9014,23,624
9015,61,624
9016,72,624
9017,68,624
9018,9,624
9019,15,624
9020,0,624
9021,82,624
9022,14,624
9023,62,624
9024,27,624
9025,47,624
9026,4,624
9027,93,624
9028,22,624
9029,16,624
9030,74,624
9031,39,624
9032,46,624
9033,49,624
9034,6,624
9035,10,624
9036,2,624
9037,83,624
9038,79,624
9039,38,624
9040,5,624
9041,34,624
9042,81,114
9043,58,114
9044,63,114
9045,40,114
9046,32,114
9047,23,114
9048,61,114
9049,72,114
9050,68,114
9051,9,114
9052,15,114
9053,0,114
9054,82,114
9055,14,114
9056,62,114
9057,27,114
9058,47,114
9059,4,114
9060,93,114
9061,22,114
9062,16,114
9063,74,114
9064,39,114
9065,46,114
9066,49,114
9067,6,114
9068,10,114
9069,2,114
9070,83,114
9071,79,114
9072,38,114
9073,5,114
9074,34,114
9075,22,140
9076,88,140
9077,72,140
9078,13,140
9079,91,140
9080,62,140
9081,35,140
9082,74,140
9083,16,140
9084,23,140
9085,2,140
9086,45,140
9087,32,140
9088,63,140
9089,11,140
9090,77,140
9091,61,140
9092,84,140
9093,39,140
9094,5,140
9095,26,140
9096,58,140
9097,27,140
9098,21,140
9099,96,140
9100,97,140
9101,101,140
9102,92,140
9103,12,140
9104,93,140
9105,85,140
9106,14,140
9107,17,140
9108,51,140
9109,83,140
9110,0,140
9111,81,67
9112,58,67
9113,63,67
9114,40,67
9115,32,67
9116,23,67
9117,61,67
9118,72,67
9119,68,67
9120,9,67
9121,15,67
9122,0,67
9123,82,67
9124,14,67
9125,62,67
9126,27,67
9127,47,67
9128,4,67
9129,93,67
9130,22,67
9131,16,67
9132,74,67
9133,39,67
9134,46,67
9135,49,67
9136,6,67
9137,10,67
9138,2,67
9139,83,67
9140,79,67
9141,38,67
9142,5,67
9143,34,67
9144,25,1038
9145,7,1038
9146,59,1038
9147,94,1038
9148,71,1038
9149,101,1038
9150,23,1038
9151,9,1038
9152,79,1038
9153,52,1038
9154,4,1038
9155,100,1038
9156,11,1038
9157,84,1038
9158,58,1038
9159,10,1038
9160,45,1038
9161,77,1038
9162,75,1038
9163,0,1038
9164,35,1038
9165,67,1038
9166,98,1038
9167,69,1038
9168,1,1038
9169,38,1038
9170,30,1038
9171,85,1038
9172,13,1038
9173,60,1038
9174,34,1038
9175,82,1038
9176,90,1038
9177,25,316
9178,7,316
9179,59,316
9180,94,316
9181,71,316
9182,101,316
9183,23,316
9184,9,316
9185,79,316
9186,52,316
9187,4,316
9188,100,316
9189,11,316
9190,84,316
9191,58,316
9192,10,316
9193,45,316
9194,77,316
9195,75,316
9196,0,316
9197,35,316
9198,67,316
9199,98,316
9200,69,316
9201,1,316
9202,38,316
9203,30,316
9204,85,316
9205,13,316
9206,60,316
9207,34,316
9208,82,316
9209,90,316
9210,33,1031
9211,50,1031
9212,57,1031
9213,66,1031
9214,65,1031
9215,31,1031
9216,73,1031
9217,18,1031
9218,41,1031
9219,43,1031
9220,53,1031
9221,64,1031
9222,87,1031
9223,89,1031
9224,44,1031
9225,67,116
9226,72,116
9227,10,116
9228,93,116
9229,37,116
9230,62,116
9231,28,116
9232,40,116
9233,58,116
9234,1,116
9235,2,116
9236,45,116
9237,19,116
9238,5,116
9239,90,116
9240,14,116
9241,95,116
9242,34,116
9243,82,116
9244,77,116
9245,97,116
9246,52,116
9247,69,116
9248,51,116
9249,0,116
9250,13,116
9251,17,116
9252,8,116
9253,29,116
9254,30,116
9255,16,116
9256,60,116
9257,56,116
9258,81,297
9259,58,297
9260,63,297
9261,40,297
9262,32,297
9263,23,297
9264,61,297
9265,72,297
9266,68,297
9267,9,297
9268,15,297
9269,0,297
9270,82,297
9271,14,297
9272,62,297
9273,27,297
9274,47,297
9275,4,297
9276,93,297
9277,22,297
9278,16,297
9279,74,297
9280,39,297
9281,46,297
9282,49,297
9283,6,297
9284,10,297
9285,2,297
9286,83,297
9287,79,297
9288,38,297
9289,5,297
9290,34,297
9291,83,885
9292,27,885
9293,100,885
9294,71,885
9295,47,885
9296,69,885
9297,88,885
9298,21,885
9299,46,885
9300,96,885
9301,6,885
9302,91,885
9303,90,885
9304,82,885
9305,74,885
9306,30,885
9307,15,885
9308,20,885
9309,22,885
9310,38,885
9311,0,885
9312,35,885
9313,26,885
9314,40,885
9315,78,885
9316,3,885
9317,37,885
9318,10,885
9319,59,885
9320,5,885
9321,67,885
9322,99,885
9323,81,885
9324,4,885
9325,42,885
9326,61,885
9327,9,885
9328,83,744
9329,27,744
9330,100,744
9331,71,744
9332,47,744
9333,69,744
9334,88,744
9335,21,744
9336,46,744
9337,96,744
9338,6,744
9339,91,744
9340,90,744
9341,82,744
9342,74,744
9343,30,744
9344,15,744
9345,20,744
9346,22,744
9347,38,744
9348,0,744
9349,35,744
9350,26,744
9351,40,744
9352,78,744
9353,3,744
9354,37,744
9355,10,744
9356,59,744
9357,5,744
9358,67,744
9359,99,744
9360,81,744
9361,4,744
9362,42,744
9363,61,744
9364,9,744
9365,83,44
9366,27,44
9367,100,44
9368,71,44
9369,47,44
9370,69,44
9371,88,44
9372,21,44
9373,46,44
9374,96,44
9375,6,44
9376,91,44
9377,90,44
9378,82,44
9379,74,44
9380,30,44
9381,15,44
9382,20,44
9383,22,44
9384,38,44
9385,0,44
9386,35,44
9387,26,44
9388,40,44
9389,78,44
9390,3,44
9391,37,44
9392,10,44
9393,59,44
9394,5,44
9395,67,44
9396,99,44
9397,81,44
9398,4,44
9399,42,44
9400,61,44
9401,9,44
9402,76,949
9403,24,949
9404,86,949
9405,36,949
9406,70,949
9407,80,949
9408,55,949
9409,67,139
9410,72,139
9411,10,139
9412,93,139
9413,37,139
9414,62,139
9415,28,139
9416,40,139
9417,58,139
9418,1,139
9419,2,139
9420,45,139
9421,19,139
9422,5,139
9423,90,139
9424,14,139
9425,95,139
9426,34,139
9427,82,139
9428,77,139
9429,97,139
9430,52,139
9431,69,139
9432,51,139
9433,0,139
9434,13,139
9435,17,139
9436,8,139
9437,29,139
9438,30,139
9439,16,139
9440,60,139
9441,56,139
9442,33,455
9443,50,455
9444,57,455
9445,66,455
9446,65,455
9447,31,455
9448,73,455
9449,18,455
9450,41,455
9451,43,455
9452,53,455
9453,64,455
9454,87,455
9455,89,455
9456,44,455
9457,85,642
9458,48,642
9459,72,642
9460,99,642
9461,45,642
9462,69,642
9463,32,642
9464,10,642
9465,16,642
9466,101,642
9467,78,642
9468,49,642
9469,12,642
9470,79,642
9471,62,642
9472,95,642
9473,11,642
9474,40,642
9475,3,642
9476,96,642
9477,83,642
9478,14,642
9479,60,642
9480,84,642
9481,46,642
9482,92,642
9483,2,642
9484,98,642
9485,4,642
9486,61,642
9487,34,642
9488,22,642
9489,25,587
9490,7,587
9491,59,587
9492,94,587
9493,71,587
9494,101,587
9495,23,587
9496,9,587
9497,79,587
9498,52,587
9499,4,587
9500,100,587
9501,11,587
9502,84,587
9503,58,587
9504,10,587
9505,45,587
9506,77,587
9507,75,587
9508,0,587
9509,35,587
9510,67,587
9511,98,587
9512,69,587
9513,1,587
9514,38,587
9515,30,587
9516,85,587
9517,13,587
9518,60,587
9519,34,587
9520,82,587
9521,90,587
9522,85,707
9523,48,707
9524,72,707
9525,99,707
9526,45,707
9527,69,707
9528,32,707
9529,10,707
9530,16,707
9531,101,707
9532,78,707
9533,49,707
9534,12,707
9535,79,707
9536,62,707
9537,95,707
9538,11,707
9539,40,707
9540,3,707
9541,96,707
9542,83,707
9543,14,707
9544,60,707
9545,84,707
9546,46,707
9547,92,707
9548,2,707
9549,98,707
9550,4,707
9551,61,707
9552,34,707
9553,22,707
9554,84,784
9555,19,784
9556,59,784
9557,101,784
9558,88,784
9559,35,784
9560,96,784
9561,94,784
9562,29,784
9563,79,784
9564,28,784
9565,27,784
9566,15,784
9567,93,784
9568,62,784
9569,2,784
9570,25,784
9571,83,784
9572,26,784
9573,74,784
9574,13,784
9575,91,784
9576,52,784
9577,54,784
9578,95,784
9579,47,784
9580,25,598
9581,7,598
9582,59,598
9583,94,598
9584,71,598
9585,101,598
9586,23,598
9587,9,598
9588,79,598
9589,52,598
9590,4,598
9591,100,598
9592,11,598
9593,84,598
9594,58,598
9595,10,598
9596,45,598
9597,77,598
9598,75,598
9599,0,598
9600,35,598
9601,67,598
9602,98,598
9603,69,598
9604,1,598
9605,38,598
9606,30,598
9607,85,598
9608,13,598
9609,60,598
9610,34,598
9611,82,598
9612,90,598
9613,81,364
9614,58,364
9615,63,364
9616,40,364
9617,32,364
9618,23,364
9619,61,364
9620,72,364
9621,68,364
9622,9,364
9623,15,364
9624,0,364
9625,82,364
9626,14,364
9627,62,364
9628,27,364
9629,47,364
9630,4,364
9631,93,364
9632,22,364
9633,16,364
9634,74,364
9635,39,364
9636,46,364
9637,49,364
9638,6,364
9639,10,364
9640,2,364
9641,83,364
9642,79,364
9643,38,364
9644,5,364
9645,34,364
9646,76,702
9647,24,702
9648,86,702
9649,36,702
9650,70,702
9651,80,702
9652,55,702
9653,83,77
9654,27,77
9655,100,77
9656,71,77
9657,47,77
9658,69,77
9659,88,77
9660,21,77
9661,46,77
9662,96,77
9663,6,77
9664,91,77
9665,90,77
9666,82,77
9667,74,77
9668,30,77
9669,15,77
9670,20,77
9671,22,77
9672,38,77
9673,0,77
9674,35,77
9675,26,77
9676,40,77
9677,78,77
9678,3,77
9679,37,77
9680,10,77
9681,59,77
9682,5,77
9683,67,77
9684,99,77
9685,81,77
9686,4,77
9687,42,77
9688,61,77
9689,9,77
9690,67,993
9691,72,993
9692,10,993
9693,93,993
9694,37,993
9695,62,993
9696,28,993
9697,40,993
9698,58,993
9699,1,993
9700,2,993
9701,45,993
9702,19,993
9703,5,993
9704,90,993
9705,14,993
9706,95,993
9707,34,993
9708,82,993
9709,77,993
9710,97,993
9711,52,993
9712,69,993
9713,51,993
9714,0,993
9715,13,993
9716,17,993
9717,8,993
9718,29,993
9719,30,993
9720,16,993
9721,60,993
9722,56,993
9723,83,547
9724,27,547
9725,100,547
9726,71,547
9727,47,547
9728,69,547
9729,88,547
9730,21,547
9731,46,547
9732,96,547
9733,6,547
9734,91,547
9735,90,547
9736,82,547
9737,74,547
9738,30,547
9739,15,547
9740,20,547
9741,22,547
9742,38,547
9743,0,547
9744,35,547
9745,26,547
9746,40,547
9747,78,547
9748,3,547
9749,37,547
9750,10,547
9751,59,547
9752,5,547
9753,67,547
9754,99,547
9755,81,547
9756,4,547
9757,42,547
9758,61,547
9759,9,547
9760,22,965
9761,88,965
9762,72,965
9763,13,965
9764,91,965
9765,62,965
9766,35,965
9767,74,965
9768,16,965
9769,23,965
9770,2,965
9771,45,965
9772,32,965
9773,63,965
9774,11,965
9775,77,965
9776,61,965
9777,84,965
9778,39,965
9779,5,965
9780,26,965
9781,58,965
9782,27,965
9783,21,965
9784,96,965
9785,97,965
9786,101,965
9787,92,965
9788,12,965
9789,93,965
9790,85,965
9791,14,965
9792,17,965
9793,51,965
9794,83,965
9795,0,965
9796,33,550
9797,50,550
9798,57,550
9799,66,550
9800,65,550
9801,31,550
9802,73,550
9803,18,550
9804,41,550
9805,43,550
9806,53,550
9807,64,550
9808,87,550
9809,89,550
9810,44,550
9811,83,1021
9812,27,1021
9813,100,1021
9814,71,1021
9815,47,1021
9816,69,1021
9817,88,1021
9818,21,1021
9819,46,1021
9820,96,1021
9821,6,1021
9822,91,1021
9823,90,1021
9824,82,1021
9825,74,1021
9826,30,1021
9827,15,1021
9828,20,1021
9829,22,1021
9830,38,1021
9831,0,1021
9832,35,1021
9833,26,1021
9834,40,1021
9835,78,1021
9836,3,1021
9837,37,1021
9838,10,1021
9839,59,1021
9840,5,1021
9841,67,1021
9842,99,1021
9843,81,1021
9844,4,1021
9845,42,1021
9846,61,1021
9847,9,1021
9848,85,616
9849,48,616
9850,72,616
9851,99,616
9852,45,616
9853,69,616
9854,32,616
9855,10,616
9856,16,616
9857,101,616
9858,78,616
9859,49,616
9860,12,616
9861,79,616
9862,62,616
9863,95,616
9864,11,616
9865,40,616
9866,3,616
9867,96,616
9868,83,616
9869,14,616
9870,60,616
9871,84,616
9872,46,616
9873,92,616
9874,2,616
9875,98,616
9876,4,616
9877,61,616
9878,34,616
9879,22,616
9880,33,49
9881,50,49
9882,57,49
9883,66,49
9884,65,49
9885,31,49
9886,73,49
9887,18,49
9888,41,49
9889,43,49
9890,53,49
9891,64,49
9892,87,49
9893,89,49
9894,44,49
9895,25,5
9896,7,5
9897,59,5
9898,94,5
9899,71,5
9900,101,5
9901,23,5
9902,9,5
9903,79,5
9904,52,5
9905,4,5
9906,100,5
9907,11,5
9908,84,5
9909,58,5
9910,10,5
9911,45,5
9912,77,5
9913,75,5
9914,0,5
9915,35,5
9916,67,5
9917,98,5
9918,69,5
9919,1,5
9920,38,5
9921,30,5
9922,85,5
9923,13,5
9924,60,5
9925,34,5
9926,82,5
9927,90,5
9928,33,891
9929,50,891
9930,57,891
9931,66,891
9932,65,891
9933,31,891
9934,73,891
9935,18,891
9936,41,891
9937,43,891
9938,53,891
9939,64,891
9940,87,891
9941,89,891
9942,44,891
9943,84,215
9944,19,215
9945,59,215
9946,101,215
9947,88,215
9948,35,215
9949,96,215
9950,94,215
9951,29,215
9952,79,215
9953,28,215
9954,27,215
9955,15,215
9956,93,215
9957,62,215
9958,2,215
9959,25,215
9960,83,215
9961,26,215
9962,74,215
9963,13,215
9964,91,215
9965,52,215
9966,54,215
9967,95,215
9968,47,215
9969,22,103
9970,88,103
9971,72,103
9972,13,103
9973,91,103
9974,62,103
9975,35,103
9976,74,103
9977,16,103
9978,23,103
9979,2,103
9980,45,103
9981,32,103
9982,63,103
9983,11,103
9984,77,103
9985,61,103
9986,84,103
9987,39,103
9988,5,103
9989,26,103
9990,58,103
9991,27,103
9992,21,103
9993,96,103
9994,97,103
9995,101,103
9996,92,103
9997,12,103
9998,93,103
9999,85,103
10000,14,103
10001,17,103
10002,51,103
10003,83,103
10004,0,103
10005,67,284
10006,72,284
10007,10,284
10008,93,284
10009,37,284
10010,62,284
10011,28,284
10012,40,284
10013,58,284
10014,1,284
10015,2,284
10016,45,284
10017,19,284
10018,5,284
10019,90,284
10020,14,284
10021,95,284
10022,34,284
10023,82,284
10024,77,284
10025,97,284
10026,52,284
10027,69,284
10028,51,284
10029,0,284
10030,13,284
10031,17,284
10032,8,284
10033,29,284
10034,30,284
10035,16,284
10036,60,284
10037,56,284
10038,85,532
10039,48,532
10040,72,532
10041,99,532
10042,45,532
10043,69,532
10044,32,532
10045,10,532
10046,16,532
10047,101,532
10048,78,532
10049,49,532
10050,12,532
10051,79,532
10052,62,532
10053,95,532
10054,11,532
10055,40,532
10056,3,532
10057,96,532
10058,83,532
10059,14,532
10060,60,532
10061,84,532
10062,46,532
10063,92,532
10064,2,532
10065,98,532
10066,4,532
10067,61,532
10068,34,532
10069,22,532
10070,76,925
10071,24,925
10072,86,925
10073,36,925
10074,70,925
10075,80,925
10076,55,925
10077,83,681
10078,27,681
10079,100,681
10080,71,681
10081,47,681
10082,69,681
10083,88,681
10084,21,681
10085,46,681
10086,96,681
10087,6,681
10088,91,681
10089,90,681
10090,82,681
10091,74,681
10092,30,681
10093,15,681
10094,20,681
10095,22,681
10096,38,681
10097,0,681
10098,35,681
10099,26,681
10100,40,681
10101,78,681
10102,3,681
10103,37,681
10104,10,681
10105,59,681
10106,5,681
10107,67,681
10108,99,681
10109,81,681
10110,4,681
10111,42,681
10112,61,681
10113,9,681
10114,83,653
10115,27,653
10116,100,653
10117,71,653
10118,47,653
10119,69,653
10120,88,653
10121,21,653
10122,46,653
10123,96,653
10124,6,653
10125,91,653
10126,90,653
10127,82,653
10128,74,653
10129,30,653
10130,15,653
10131,20,653
10132,22,653
10133,38,653
10134,0,653
10135,35,653
10136,26,653
10137,40,653
10138,78,653
10139,3,653
10140,37,653
10141,10,653
10142,59,653
10143,5,653
10144,67,653
10145,99,653
10146,81,653
10147,4,653
10148,42,653
10149,61,653
10150,9,653
10151,76,599
10152,24,599
10153,86,599
10154,36,599
10155,70,599
10156,80,599
10157,55,599
10158,67,341
10159,72,341
10160,10,341
10161,93,341
10162,37,341
10163,62,341
10164,28,341
10165,40,341
10166,58,341
10167,1,341
10168,2,341
10169,45,341
10170,19,341
10171,5,341
10172,90,341
10173,14,341
10174,95,341
10175,34,341
10176,82,341
10177,77,341
10178,97,341
10179,52,341
10180,69,341
10181,51,341
10182,0,341
10183,13,341
10184,17,341
10185,8,341
10186,29,341
10187,30,341
10188,16,341
10189,60,341
10190,56,341
10191,25,515
10192,7,515
10193,59,515
10194,94,515
10195,71,515
10196,101,515
10197,23,515
10198,9,515
10199,79,515
10200,52,515
10201,4,515
10202,100,515
10203,11,515
10204,84,515
10205,58,515
10206,10,515
10207,45,515
10208,77,515
10209,75,515
10210,0,515
10211,35,515
10212,67,515
10213,98,515
10214,69,515
10215,1,515
10216,38,515
10217,30,515
10218,85,515
10219,13,515
10220,60,515
10221,34,515
10222,82,515
10223,90,515
10224,33,540
10225,50,540
10226,57,540
10227,66,540
10228,65,540
10229,31,540
10230,73,540
10231,18,540
10232,41,540
10233,43,540
10234,53,540
10235,64,540
10236,87,540
10237,89,540
10238,44,540
10239,83,45
10240,27,45
10241,100,45
10242,71,45
10243,47,45
10244,69,45
10245,88,45
10246,21,45
10247,46,45
10248,96,45
10249,6,45
10250,91,45
10251,90,45
10252,82,45
10253,74,45
10254,30,45
10255,15,45
10256,20,45
10257,22,45
10258,38,45
10259,0,45
10260,35,45
10261,26,45
10262,40,45
10263,78,45
10264,3,45
10265,37,45
10266,10,45
10267,59,45
10268,5,45
10269,67,45
10270,99,45
10271,81,45
10272,4,45
10273,42,45
10274,61,45
10275,9,45
10276,33,247
10277,50,247
10278,57,247
10279,66,247
10280,65,247
10281,31,247
10282,73,247
10283,18,247
10284,41,247
10285,43,247
10286,53,247
10287,64,247
10288,87,247
10289,89,247
10290,44,247
10291,33,331
10292,50,331
10293,57,331
10294,66,331
10295,65,331
10296,31,331
10297,73,331
10298,18,331
10299,41,331
10300,43,331
10301,53,331
10302,64,331
10303,87,331
10304,89,331
10305,44,331
10306,83,651
10307,27,651
10308,100,651
10309,71,651
10310,47,651
10311,69,651
10312,88,651
10313,21,651
10314,46,651
10315,96,651
10316,6,651
10317,91,651
10318,90,651
10319,82,651
10320,74,651
10321,30,651
10322,15,651
10323,20,651
10324,22,651
10325,38,651
10326,0,651
10327,35,651
10328,26,651
10329,40,651
10330,78,651
10331,3,651
10332,37,651
10333,10,651
10334,59,651
10335,5,651
10336,67,651
10337,99,651
10338,81,651
10339,4,651
10340,42,651
10341,61,651
10342,9,651
10343,85,596
10344,48,596
10345,72,596
10346,99,596
10347,45,596
10348,69,596
10349,32,596
10350,10,596
10351,16,596
10352,101,596
10353,78,596
10354,49,596
10355,12,596
10356,79,596
10357,62,596
10358,95,596
10359,11,596
10360,40,596
10361,3,596
10362,96,596
10363,83,596
10364,14,596
10365,60,596
10366,84,596
10367,46,596
10368,92,596
10369,2,596
10370,98,596
10371,4,596
10372,61,596
10373,34,596
10374,22,596
10375,85,951
10376,48,951
10377,72,951
10378,99,951
10379,45,951
10380,69,951
10381,32,951
10382,10,951
10383,16,951
10384,101,951
10385,78,951
10386,49,951
10387,12,951
10388,79,951
10389,62,951
10390,95,951
10391,11,951
10392,40,951
10393,3,951
10394,96,951
10395,83,951
10396,14,951
10397,60,951
10398,84,951
10399,46,951
10400,92,951
10401,2,951
10402,98,951
10403,4,951
10404,61,951
10405,34,951
10406,22,951
10407,76,1056
10408,24,1056
10409,86,1056
10410,36,1056
10411,70,1056
10412,80,1056
10413,55,1056
10414,84,696
10415,19,696
10416,59,696
10417,101,696
10418,88,696
10419,35,696
10420,96,696
10421,94,696
10422,29,696
10423,79,696
10424,28,696
10425,27,696
10426,15,696
10427,93,696
10428,62,696
10429,2,696
10430,25,696
10431,83,696
10432,26,696
10433,74,696
10434,13,696
10435,91,696
10436,52,696
10437,54,696
10438,95,696
10439,47,696
10440,76,329
10441,24,329
10442,86,329
10443,36,329
10444,70,329
10445,80,329
10446,55,329
10447,67,502
10448,72,502
10449,10,502
10450,93,502
10451,37,502
10452,62,502
10453,28,502
10454,40,502
10455,58,502
10456,1,502
10457,2,502
10458,45,502
10459,19,502
10460,5,502
10461,90,502
10462,14,502
10463,95,502
10464,34,502
10465,82,502
10466,77,502
10467,97,502
10468,52,502
10469,69,502
10470,51,502
10471,0,502
10472,13,502
10473,17,502
10474,8,502
10475,29,502
10476,30,502
10477,16,502
10478,60,502
10479,56,502
10480,25,150
10481,7,150
10482,59,150
10483,94,150
10484,71,150
10485,101,150
10486,23,150
10487,9,150
10488,79,150
10489,52,150
10490,4,150
10491,100,150
10492,11,150
10493,84,150
10494,58,150
10495,10,150
10496,45,150
10497,77,150
10498,75,150
10499,0,150
10500,35,150
10501,67,150
10502,98,150
10503,69,150
10504,1,150
10505,38,150
10506,30,150
10507,85,150
10508,13,150
10509,60,150
10510,34,150
10511,82,150
10512,90,150
10513,85,805
10514,48,805
10515,72,805
10516,99,805
10517,45,805
10518,69,805
10519,32,805
10520,10,805
10521,16,805
10522,101,805
10523,78,805
10524,49,805
10525,12,805
10526,79,805
10527,62,805
10528,95,805
10529,11,805
10530,40,805
10531,3,805
10532,96,805
10533,83,805
10534,14,805
10535,60,805
10536,84,805
10537,46,805
10538,92,805
10539,2,805
10540,98,805
10541,4,805
10542,61,805
10543,34,805
10544,22,805
10545,20,269
10546,97,269
10547,30,269
10548,14,269
10549,81,269
10550,32,269
10551,48,269
10552,45,269
10553,79,269
10554,11,269
10555,59,269
10556,60,269
10557,74,269
10558,35,269
10559,72,269
10560,8,269
10561,21,269
10562,56,269
10563,34,269
10564,84,269
10565,17,269
10566,101,269
10567,67,269
10568,77,269
10569,15,269
10570,88,269
10571,63,269
10572,7,269
10573,85,269
10574,38,269
10575,96,269
10576,68,269
10577,75,269
10578,42,269
10579,95,269
10580,54,269
10581,29,269
10582,58,269
10583,16,269
10584,67,527
10585,72,527
10586,10,527
10587,93,527
10588,37,527
10589,62,527
10590,28,527
10591,40,527
10592,58,527
10593,1,527
10594,2,527
10595,45,527
10596,19,527
10597,5,527
10598,90,527
10599,14,527
10600,95,527
10601,34,527
10602,82,527
10603,77,527
10604,97,527
10605,52,527
10606,69,527
10607,51,527
10608,0,527
10609,13,527
10610,17,527
10611,8,527
10612,29,527
10613,30,527
10614,16,527
10615,60,527
10616,56,527
10617,25,466
10618,7,466
10619,59,466
10620,94,466
10621,71,466
10622,101,466
10623,23,466
10624,9,466
10625,79,466
10626,52,466
10627,4,466
10628,100,466
10629,11,466
10630,84,466
10631,58,466
10632,10,466
10633,45,466
10634,77,466
10635,75,466
10636,0,466
10637,35,466
10638,67,466
10639,98,466
10640,69,466
10641,1,466
10642,38,466
10643,30,466
10644,85,466
10645,13,466
10646,60,466
10647,34,466
10648,82,466
10649,90,466
10650,67,871
10651,72,871
10652,10,871
10653,93,871
10654,37,871
10655,62,871
10656,28,871
10657,40,871
10658,58,871
10659,1,871
10660,2,871
10661,45,871
10662,19,871
10663,5,871
10664,90,871
10665,14,871
10666,95,871
10667,34,871
10668,82,871
10669,77,871
10670,97,871
10671,52,871
10672,69,871
10673,51,871
10674,0,871
10675,13,871
10676,17,871
10677,8,871
10678,29,871
10679,30,871
10680,16,871
10681,60,871
10682,56,871
10683,67,797
10684,72,797
10685,10,797
10686,93,797
10687,37,797
10688,62,797
10689,28,797
10690,40,797
10691,58,797
10692,1,797
10693,2,797
10694,45,797
10695,19,797
10696,5,797
10697,90,797
10698,14,797
10699,95,797
10700,34,797
10701,82,797
10702,77,797
10703,97,797
10704,52,797
10705,69,797
10706,51,797
10707,0,797
10708,13,797
10709,17,797
10710,8,797
10711,29,797
10712,30,797
10713,16,797
10714,60,797
10715,56,797
10716,25,507
10717,7,507
10718,59,507
10719,94,507
10720,71,507
10721,101,507
10722,23,507
10723,9,507
10724,79,507
10725,52,507
10726,4,507
10727,100,507
10728,11,507
10729,84,507
10730,58,507
10731,10,507
10732,45,507
10733,77,507
10734,75,507
10735,0,507
10736,35,507
10737,67,507
10738,98,507
10739,69,507
10740,1,507
10741,38,507
10742,30,507
10743,85,507
10744,13,507
10745,60,507
10746,34,507
10747,82,507
10748,90,507
10749,33,825
10750,50,825
10751,57,825
10752,66,825
10753,65,825
10754,31,825
10755,73,825
10756,18,825
10757,41,825
10758,43,825
10759,53,825
10760,64,825
10761,87,825
10762,89,825
10763,44,825
10764,20,882
10765,97,882
10766,30,882
10767,14,882
10768,81,882
10769,32,882
10770,48,882
10771,45,882
10772,79,882
10773,11,882
10774,59,882
10775,60,882
10776,74,882
10777,35,882
10778,72,882
10779,8,882
10780,21,882
10781,56,882
10782,34,882
10783,84,882
10784,17,882
10785,101,882
10786,67,882
10787,77,882
10788,15,882
10789,88,882
10790,63,882
10791,7,882
10792,85,882
10793,38,882
10794,96,882
10795,68,882
10796,75,882
10797,42,882
10798,95,882
10799,54,882
10800,29,882
10801,58,882
10802,16,882
10803,25,272
10804,7,272
10805,59,272
10806,94,272
10807,71,272
10808,101,272
10809,23,272
10810,9,272
10811,79,272
10812,52,272
10813,4,272
10814,100,272
10815,11,272
10816,84,272
10817,58,272
10818,10,272
10819,45,272
10820,77,272
10821,75,272
10822,0,272
10823,35,272
10824,67,272
10825,98,272
10826,69,272
10827,1,272
10828,38,272
10829,30,272
10830,85,272
10831,13,272
10832,60,272
10833,34,272
10834,82,272
10835,90,272
10836,81,55
10837,58,55
10838,63,55
10839,40,55
10840,32,55
10841,23,55
10842,61,55
10843,72,55
10844,68,55
10845,9,55
10846,15,55
10847,0,55
10848,82,55
10849,14,55
10850,62,55
10851,27,55
10852,47,55
10853,4,55
10854,93,55
10855,22,55
10856,16,55
10857,74,55
10858,39,55
10859,46,55
10860,49,55
10861,6,55
10862,10,55
10863,2,55
10864,83,55
10865,79,55
10866,38,55
10867,5,55
10868,34,55
10869,85,281
10870,48,281
10871,72,281
10872,99,281
10873,45,281
10874,69,281
10875,32,281
10876,10,281
10877,16,281
10878,101,281
10879,78,281
10880,49,281
10881,12,281
10882,79,281
10883,62,281
10884,95,281
10885,11,281
10886,40,281
10887,3,281
10888,96,281
10889,83,281
10890,14,281
10891,60,281
10892,84,281
10893,46,281
10894,92,281
10895,2,281
10896,98,281
10897,4,281
10898,61,281
10899,34,281
